2.072813502580555037e-02,6.575533547217185526e-02,9.903752266703863549e-02,2.957176733156646753e-02,5.255963174780304420e-02,1.702857142857142776e+02,2.040310769301463978e+01,6.743626576226304792e-01,7.333333333333332860e+01,8.093750000000000000e+00,7.680952380952381020e+01,1.250761672703781713e+01,3.950000000000000000e+01,3.750000000000000000e+01,1.192307692307692291e+00,-6.892963934780337310e-01,-4.920349789268326779e-01,-3.294114010593745534e-01
2.232997320403215524e-02,7.598570881714941661e-02,9.117009059589128994e-02,2.772106673471991939e-02,5.142273829271405000e-02,1.517500000000000000e+02,2.585765193379600291e+01,5.991223611652053416e-01,7.788888888888888573e+01,9.333333333333333925e+00,7.698648648648648418e+01,1.263813376760313290e+01,4.000000000000000000e+01,4.370270270270270174e+01,7.555555555555555358e-01,-6.941026319853492721e-01,-5.070712986724993376e-01,-3.691028966260543887e-01
2.314183706588769998e-02,7.403440441415125306e-02,8.864005193119117720e-02,3.067185978578383654e-02,5.108730931515741841e-02,1.089583333333333286e+02,2.259101029919895964e+01,5.845379878368266446e-01,9.366666666666667140e+01,1.064000000000000057e+01,7.535714285714286120e+01,2.096574465597613468e+01,3.900000000000000000e+01,4.045714285714285552e+01,1.166666666666666741e+00,-6.937970271408455680e-01,-3.507758236397480189e-01,-4.253389685717641200e-01
2.361029022925933973e-02,8.122064267272217919e-02,8.277599776028866929e-02,2.886739042523408030e-02,5.079789715992161225e-02,1.471111111111111143e+02,2.481477164313120198e+01,5.917816793220858074e-01,9.162500000000000000e+01,8.571428571428571175e+00,7.602702702702703164e+01,1.873980852802157671e+01,3.700000000000000000e+01,4.218918918918918592e+01,8.809523809523809312e-01,-6.978727341934192197e-01,-5.242478403939661025e-01,-3.836738912184199379e-01
1.988991033934854255e-02,8.049597094540915376e-02,9.700942004312790301e-02,2.948019521053229022e-02,4.897287481557144329e-02,1.815999999999999943e+02,2.435047341387804209e+01,5.782793836112646302e-01,6.800000000000000000e+01,8.533333333333333215e+00,7.713095238095237960e+01,1.444192372912045208e+01,4.000000000000000000e+01,3.804761904761905100e+01,1.145454545454545503e+00,-6.918918743371827995e-01,-5.021494373926999044e-01,-3.323798786568121222e-01
3.328038726268815056e-02,8.603736479842674645e-02,7.673398381362983578e-02,2.397700627789123295e-02,5.638756523712275953e-02,1.439375000000000000e+02,2.074834454537428741e+01,6.255055639633750886e-01,7.655555555555555713e+01,1.796296296296296191e+01,6.260810810810810523e+01,1.668533164741042896e+01,4.000000000000000000e+01,4.024324324324324209e+01,8.163265306122449161e-01,-6.769592951863256935e-01,-3.485610012400393587e-01,-4.619637916240036390e-01
2.653092703995063931e-02,9.480178929507944441e-02,8.934135431127564198e-02,2.434058306339657515e-02,4.858861638130495403e-02,1.244444444444444429e+02,2.522578961617854532e+01,5.906221940477865973e-01,3.860000000000000142e+01,9.441176470588235503e+00,6.052000000000000313e+01,1.045990439726864807e+01,3.700000000000000000e+01,3.447999999999999687e+01,9.473684210526315264e-01,-6.793810052478959083e-01,-4.791199725409722721e-01,-2.976735879718661049e-01
2.609070415064315002e-02,8.417318658002917453e-02,8.520090173717013993e-02,3.308579763957034819e-02,5.579498740220129732e-02,1.914666666666666686e+02,2.076946485777165563e+01,6.728787863698619809e-01,7.227272727272726627e+01,8.903225806451612101e+00,6.586046511627907307e+01,1.059684535238626957e+01,3.700000000000000000e+01,3.744186046511627808e+01,8.399999999999999689e-01,-6.745560244882312650e-01,-4.882031614327981828e-01,-3.115528679206570062e-01
2.197734925007652218e-02,8.368533823079277179e-02,9.892868074686256286e-02,2.993572084481175427e-02,5.044383226201407805e-02,1.728000000000000114e+02,2.787349831738553263e+01,5.379569560827542896e-01,1.000000000000000000e+02,7.714285714285714413e+00,9.385294117647059409e+01,2.086403504784030716e+01,4.200000000000000000e+01,4.552941176470588402e+01,1.000000000000000000e+00,-6.762889583252140735e-01,-3.941337358917742506e-01,-4.773569690020805778e-01
2.143335565974547816e-02,6.810353076260644567e-02,7.228973303990049448e-02,2.215099033585302829e-02,4.289063247536120671e-02,1.433333333333333428e+02,2.402878691307446246e+01,5.696634691174529141e-01,6.688888888888888573e+01,8.464285714285713524e+00,8.238157894736842479e+01,1.359505368744614096e+01,4.250000000000000000e+01,4.326315789473684248e+01,9.285714285714286031e-01,-7.349481158769097799e-01,-4.366036226930650743e-01,-5.082816397713585399e-01
2.295820429474546356e-02,6.306467712625732358e-02,6.646873640295872243e-02,2.395638709016918028e-02,4.919249571293286827e-02,4.719230769230769340e+01,3.375773452773797345e+01,4.821007983555501974e-01,7.650000000000000000e+01,6.500000000000000000e+00,6.971951219512195053e+01,1.510608924186615276e+01,3.900000000000000000e+01,4.158536585365853711e+01,9.090909090909090606e-01,-7.362641904913079793e-01,-5.545108361746257097e-01,-4.276275940723051061e-01
