2.079210844974748243e-02,6.326235269795327243e-02,7.876783130039280434e-02,2.909123128267225925e-02,5.268909300333737139e-02,3.958000000000000114e+02,3.359320422136246265e+01,5.458850361248488436e-01,1.057500000000000000e+02,9.000000000000000000e+00,1.329047619047618980e+02,4.742842799748822813e+01,7.000000000000000000e+01,7.714285714285713880e+01,8.620689655172413257e-01,-7.157049449540776598e-01,-5.404951512620224108e-01,-4.114825906332846284e-01
1.993493049393670405e-02,7.382431233362909961e-02,8.958887902987282270e-02,3.073055309080153716e-02,4.333037562851227431e-02,3.028999999999999773e+02,2.606310428999561424e+01,5.191981565598211557e-01,1.202857142857142918e+02,6.285714285714285587e+00,1.360909090909090935e+02,3.976347944434265713e+01,5.950000000000000000e+01,7.204545454545454675e+01,8.928571428571429047e-01,-7.117973666614008099e-01,-5.272229670220142106e-01,-3.553418623864215142e-01
2.397446129289704589e-02,8.747007182761372401e-02,9.053471667996808303e-02,2.362330407023144341e-02,3.916999201915403322e-02,2.088000000000000114e+02,3.561386817561627538e+01,4.368220431319680408e-01,1.193750000000000000e+02,7.615384615384614975e+00,1.245000000000000000e+02,4.275929650984133445e+01,5.850000000000000000e+01,6.877272727272726627e+01,7.714285714285714635e-01,-7.023811204892302928e-01,-5.200744556799774543e-01,-3.725067858237038898e-01
1.915771016657466519e-02,8.582004740721499436e-02,9.052829821086469386e-02,2.717797188037796019e-02,4.204955028087151159e-02,2.353333333333333428e+02,2.306137365311491294e+01,5.979128771722076463e-01,1.012500000000000000e+02,9.764705882352942012e+00,1.066538461538461604e+02,3.216028643635872442e+01,5.250000000000000000e+01,5.984615384615384670e+01,8.333333333333333703e-01,-7.036023126962873686e-01,-5.138424169852654488e-01,-3.191904473283757038e-01
2.630990534396661015e-02,8.302899306849519101e-02,8.291719460386078044e-02,2.399940374152195049e-02,4.177535961839457662e-02,3.091875000000000000e+02,2.585338084784525137e+01,5.469605727905902937e-01,1.220000000000000000e+02,2.615384615384615330e+01,1.057857142857142918e+02,4.261024117581622050e+01,4.300000000000000000e+01,6.371428571428571530e+01,8.214285714285713969e-01,-7.033896546461910759e-01,-5.217659476330873680e-01,-3.031123886366385300e-01
2.818041350893973895e-02,8.299610036053270412e-02,8.218674122581119679e-02,2.475903171216246174e-02,4.230740931498785939e-02,5.400000000000000000e+01,1.913179368948443226e+01,6.568318066939081712e-01,1.408333333333333428e+02,1.000000000000000000e+01,1.099285714285714306e+02,4.210374833174316933e+01,6.100000000000000000e+01,6.880952380952381020e+01,7.857142857142856984e-01,-7.025875519283670823e-01,-5.133965691606358073e-01,-3.328951298035056627e-01
2.705538484598666096e-02,8.420145394588922361e-02,7.618226785580453631e-02,2.518174323615378699e-02,4.395563216667915801e-02,2.128333333333333428e+02,2.635006858834476873e+01,5.051664323860076689e-01,7.583333333333332860e+01,5.666666666666666963e+00,1.373125000000000000e+02,4.852818124554020329e+01,6.700000000000000000e+01,8.562500000000000000e+01,3.333333333333333148e-01,-7.117865323295189395e-01,-4.045720082971072107e-01,-4.655273220927211297e-01
2.394031623487491781e-02,8.013510504045727456e-02,8.058050627273402600e-02,2.876549625120629339e-02,5.084997401826144708e-02,2.435000000000000000e+02,2.023049771405729658e+01,6.322301223234464418e-01,9.111111111111111427e+01,9.230769230769229949e+00,9.997826086956521863e+01,4.759763619807828405e+01,4.200000000000000000e+01,6.482608695652173481e+01,7.333333333333332815e-01,-6.975009103006375444e-01,-5.073396464665358430e-01,-3.204385682721858641e-01
2.212730200966318839e-02,7.436454029829843437e-02,9.267558294237097927e-02,2.660878089769623880e-02,4.187381836005881625e-02,1.443333333333333428e+02,2.413973619775312329e+01,5.350350010925226663e-01,1.131250000000000000e+02,1.800000000000000000e+01,1.315000000000000000e+02,4.834880193137619386e+01,6.200000000000000000e+01,7.515789473684210975e+01,8.399999999999999689e-01,-7.027081815521406538e-01,-5.165392911477783011e-01,-3.234485867798964631e-01
2.399555294771625255e-02,8.267193724715110603e-02,9.607485871344306760e-02,2.720731293042216031e-02,3.810876748710663453e-02,6.150000000000000000e+01,2.303791946055566342e+01,5.467576387047496933e-01,9.687500000000000000e+01,9.000000000000000000e+00,1.404285714285714164e+02,4.916338626206330531e+01,7.800000000000000000e+01,7.623809523809524080e+01,1.000000000000000000e+00,-7.035032543561349216e-01,-3.939071851114087641e-01,-4.991611195668799739e-01
